filename,loc_physical,loc,cc,fan_in,fan_out
tests/migrations/test_migrations_empty/__init__.py,0,0,1,0,0
tests/migrations/test_auto_now_add/__init__.py,0,0,1,0,0
tests/migrations/test_auto_now_add/0001_initial.py,23,20,1,0,1
tests/migrations/test_migrations_clashing_prefix/ab.py,5,3,1,0,1
tests/migrations/test_migrations_clashing_prefix/a.py,5,3,1,0,1
tests/migrations/test_migrations_clashing_prefix/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_squashed_erroneous/3_squashed_5.py,13,9,1,0,1
tests/migrations/test_migrations_squashed_erroneous/7_auto.py,7,4,1,0,1
tests/migrations/test_migrations_squashed_erroneous/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_squashed_erroneous/6_auto.py,7,4,1,0,1
tests/migrations/test_migrations_squashed_erroneous/2_auto.py,7,4,1,0,1
tests/migrations/test_migrations_squashed_erroneous/1_auto.py,5,3,1,0,1
tests/migrations/test_migrations_no_ancestor/0002_second.py,23,20,1,0,1
tests/migrations/test_migrations_no_ancestor/0002_conflicting_second.py,21,18,1,0,1
tests/migrations/test_migrations_no_ancestor/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_no_ancestor/0001_initial.py,23,21,1,0,1
tests/migrations/test_migrations_private/~util.py,0,0,1,0,0
tests/migrations/test_migrations_private/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_private/.util.py,0,0,1,0,0
tests/migrations/test_migrations_private/_util.py,0,0,1,0,0
tests/migrations/test_migrations_private/0001_initial.py,5,3,1,0,1
tests/migrations/test_migrations_first/second.py,24,21,1,0,1
tests/migrations/test_migrations_first/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_first/thefirst.py,23,21,1,0,1
tests/migrations/test_migrations_manual_porting/0002_second.py,15,10,1,1,1
tests/migrations/test_migrations_manual_porting/0004_fourth.py,27,21,1,1,1
tests/migrations/test_migrations_manual_porting/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_manual_porting/0001_initial.py,15,12,1,0,1
tests/migrations/test_migrations_manual_porting/0003_third.py,23,18,1,1,1
tests/migrations/test_migrations_noop/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_noop/0001_initial.py,9,6,1,0,1
tests/migrations/test_migrations_squashed_extra/0002_second.py,5,3,1,0,1
tests/migrations/test_migrations_squashed_extra/0001_squashed_0002.py,8,6,1,0,1
tests/migrations/test_migrations_squashed_extra/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_squashed_extra/0001_initial.py,5,3,1,0,1
tests/migrations/test_migrations_squashed_extra/0003_third.py,5,3,1,0,1
tests/migrations/test_migrations_squashed_ref_squashed/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_squashed_ref_squashed/app2/1_squashed_2.py,10,7,1,0,1
tests/migrations/test_migrations_squashed_ref_squashed/app2/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_squashed_ref_squashed/app2/2_auto.py,5,3,1,0,1
tests/migrations/test_migrations_squashed_ref_squashed/app2/1_auto.py,5,3,1,0,1
tests/migrations/test_migrations_squashed_ref_squashed/app1/4_auto.py,5,3,1,0,1
tests/migrations/test_migrations_squashed_ref_squashed/app1/2_squashed_3.py,10,7,1,0,1
tests/migrations/test_migrations_squashed_ref_squashed/app1/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_squashed_ref_squashed/app1/3_auto.py,5,3,1,0,1
tests/migrations/test_migrations_squashed_ref_squashed/app1/2_auto.py,5,3,1,0,1
tests/migrations/test_migrations_squashed_ref_squashed/app1/1_auto.py,5,3,1,0,1
tests/migrations/test_migrations_squashed_loop/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_squashed_loop/2_auto.py,7,5,1,0,1
tests/migrations/test_migrations_squashed_loop/2_squashed.py,7,5,1,0,1
tests/migrations/test_migrations_squashed_loop/1_auto.py,5,3,1,0,1
tests/migrations/test_migrations_squashed_complex_multi_apps/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_squashed_complex_multi_apps/app2/1_squashed_2.py,12,8,1,0,1
tests/migrations/test_migrations_squashed_complex_multi_apps/app2/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_squashed_complex_multi_apps/app2/2_auto.py,7,4,1,0,1
tests/migrations/test_migrations_squashed_complex_multi_apps/app2/1_auto.py,7,4,1,0,1
tests/migrations/test_migrations_squashed_complex_multi_apps/app1/4_auto.py,7,4,1,0,1
tests/migrations/test_migrations_squashed_complex_multi_apps/app1/2_squashed_3.py,12,8,1,0,1
tests/migrations/test_migrations_squashed_complex_multi_apps/app1/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_squashed_complex_multi_apps/app1/3_auto.py,7,4,1,0,1
tests/migrations/test_migrations_squashed_complex_multi_apps/app1/2_auto.py,7,4,1,0,1
tests/migrations/test_migrations_squashed_complex_multi_apps/app1/1_auto.py,5,3,1,0,1
tests/migrations/faulty_migrations/__init__.py,0,0,1,0,0
tests/migrations/faulty_migrations/file.py,0,0,1,0,0
tests/migrations/faulty_migrations/namespace/foo/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_no_changes/0002_second.py,23,20,1,0,1
tests/migrations/test_migrations_no_changes/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_no_changes/0001_initial.py,23,21,1,0,1
tests/migrations/test_migrations_no_changes/0003_third.py,48,45,1,0,1
tests/migrations/test_migrations_conflict_long_name/0002_second.py,14,11,1,0,1
tests/migrations/test_migrations_conflict_long_name/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_conflict_long_name/0001_initial.py,14,11,1,0,1
tests/migrations/test_migrations_conflict_long_name/0002_conflicting_second_migration_with_long_name.py,14,11,1,0,1
tests/migrations/test_migrations_backwards_deps_1/0002_second.py,6,4,1,0,1
tests/migrations/test_migrations_backwards_deps_1/0001_initial.py,5,3,1,0,1
tests/migrations/test_migrations_no_default/__init__.py,0,0,1,0,0
tests/migrations/test_migrations_no_default/0001_initial.py,25,22,1,0,1
tests/migrate_signals/models.py,2,0,2,0,0
tests/migrate_signals/__init__.py,0,0,1,0,0
tests/migrate_signals/tests.py,169,131,14,7,6
tests/migrate_signals/custom_migrations/__init__.py,0,0,1,0,0
tests/migrate_signals/custom_migrations/0001_initial.py,12,10,1,0,1
tests/m2m_multiple/models.py,37,20,2,2,1
tests/m2m_multiple/__init__.py,0,0,1,0,0
tests/m2m_multiple/tests.py,83,76,2,1,3
tests/bulk_create/models.py,159,113,3,0,7
tests/bulk_create/__init__.py,0,0,1,0,0
tests/bulk_create/tests.py,917,804,46,62,11
tests/filtered_relation/models.py,121,101,5,0,3
tests/filtered_relation/__init__.py,0,0,1,0,0
tests/filtered_relation/tests.py,1183,1094,15,66,10
tests/m2m_through_regress/models.py,90,55,1,5,2
tests/m2m_through_regress/__init__.py,0,0,1,0,0
tests/m2m_through_regress/tests.py,239,165,10,24,5
tests/m2m_through_regress/test_multitable.py,61,52,3,7,2
tests/select_related/models.py,86,45,5,0,3
tests/select_related/__init__.py,0,0,1,0,0
tests/select_related/tests.py,284,88,26,22,3
tests/admin_default_site/__init__.py,0,0,1,0,0
tests/admin_default_site/apps.py,6,4,1,0,1
tests/admin_default_site/sites.py,5,3,1,0,1
tests/admin_default_site/tests.py,44,32,1,6,4
tests/tasks/test_custom_backend.py,70,57,2,7,7
tests/tasks/tasks.py,78,45,3,13,2
tests/tasks/__init__.py,0,0,1,0,0
tests/tasks/test_tasks.py,314,243,6,27,11
tests/tasks/test_immediate_backend.py,295,247,11,14,7
tests/tasks/test_dummy_backend.py,207,162,5,13,9
tests/no_models/__init__.py,0,0,1,0,0
tests/no_models/tests.py,9,4,1,1,2
tests/dates/models.py,21,14,1,0,2
tests/dates/__init__.py,0,0,1,0,0
tests/dates/tests.py,142,129,7,7,6
tests/distinct_on_fields/models.py,54,39,1,4,1
tests/distinct_on_fields/__init__.py,0,0,1,0,0
tests/distinct_on_fields/tests.py,180,31,4,8,6
