filename,loc_physical,loc,cc,fan_in,fan_out
tools/autograd/__init__.py,0,0,1,0,0
tools/autograd/gen_variable_type.py,2186,1266,357,28,14
tools/autograd/context.py,31,21,1,4,5
tools/autograd/gen_inplace_or_view_type.py,673,141,76,19,12
tools/autograd/gen_trace_type.py,539,240,82,14,10
tools/autograd/gen_annotated_fn_args.py,134,99,14,5,13
tools/autograd/gen_view_funcs.py,339,197,49,7,10
tools/lldb/pytorch_lldb.py,97,53,10,7,2
tools/amd_build/build_amd.py,217,170,16,2,5
tools/setup_helpers/generate_code.py,241,196,40,4,17
tools/setup_helpers/generate_linker_script.py,61,51,11,1,4
tools/setup_helpers/gen_unboxing.py,13,6,1,0,3
tools/setup_helpers/env.py,98,54,12,8,8
tools/setup_helpers/gen.py,13,6,1,0,3
tools/setup_helpers/cmake_utils.py,85,30,13,2,3
tools/setup_helpers/cmake.py,469,63,82,12,20
tools/setup_helpers/gen_version_header.py,92,52,11,3,4
tools/setup_helpers/__init__.py,26,22,7,1,4
tools/dynamo/gb_id_mapping.py,243,170,45,10,8
tools/dynamo/verify_dynamo.py,227,169,28,10,18
tools/shared/__init__.py,1,1,1,0,1
tools/shared/module_loader.py,13,10,1,1,4
tools/shared/logging_utils.py,19,15,6,2,0
tools/alerts/__init__.py,0,0,1,0,0
tools/alerts/create_alerts.py,320,235,44,16,10
tools/testing/clickhouse.py,39,27,3,3,5
tools/testing/explicit_ci_jobs.py,160,107,25,3,8
tools/testing/test_run.py,313,214,61,28,5
tools/testing/update_slow_tests.py,217,87,13,6,8
tools/testing/__init__.py,0,0,1,0,0
tools/testing/do_target_determination_for_s3.py,81,61,5,2,8
tools/testing/discover_tests.py,147,120,18,3,5
tools/testing/test_selections.py,272,171,59,12,11
tools/testing/upload_artifacts.py,140,27,16,6,10
tools/testing/modulefinder_determinator.py,193,136,28,6,7
tools/testing/target_determination/gen_artifact.py,15,10,1,1,5
tools/testing/target_determination/determinator.py,33,26,5,1,4
tools/testing/target_determination/heuristics/mentioned_in_pr.py,65,50,16,3,6
tools/testing/target_determination/heuristics/previously_failed_in_pr.py,86,63,9,6,9
tools/testing/target_determination/heuristics/edited_by_pr.py,56,40,7,3,7
tools/testing/target_determination/heuristics/correlated_with_historical_failures.py,29,24,2,2,6
tools/testing/target_determination/heuristics/interface.py,333,102,53,24,6
tools/testing/target_determination/heuristics/__init__.py,48,40,2,0,14
tools/testing/target_determination/heuristics/llm.py,55,45,8,3,11
tools/testing/target_determination/heuristics/historical_class_failure_correlation.py,89,64,8,5,10
tools/testing/target_determination/heuristics/utils.py,168,117,24,9,12
tools/testing/target_determination/heuristics/filepath.py,142,109,22,7,12
tools/testing/target_determination/heuristics/public_bindings.py,36,27,6,2,6
tools/testing/target_determination/heuristics/historical_edited_files.py,35,24,3,2,6
tools/testing/target_determination/heuristics/profiling.py,32,24,4,2,6
tools/github/github_utils.py,81,0,10,5,7
tools/github/__init__.py,0,0,1,0,0
tools/jit/gen_unboxing.py,292,159,40,5,18
tools/jit/__init__.py,0,0,1,0,0
tools/jit/test/__init__.py,0,0,1,0,0
tools/jit/test/test_gen_unboxing.py,65,58,2,3,4
tools/lite_interpreter/__init__.py,0,0,1,0,0
tools/lite_interpreter/gen_selected_mobile_ops_header.py,183,127,21,5,8
tools/flight_recorder/fr_trace.py,53,18,9,1,7
tools/flight_recorder/components/config_manager.py,92,76,9,2,5
tools/flight_recorder/components/fr_logger.py,50,34,3,8,2
tools/flight_recorder/components/types.py,627,501,86,16,5
tools/flight_recorder/components/builder.py,434,301,60,4,10
tools/flight_recorder/components/utils.py,765,571,150,18,6
tools/flight_recorder/components/loader.py,92,67,12,3,9
tools/pyi/__init__.py,0,0,1,0,0
tools/pyi/gen_pyi.py,2081,156,189,13,20
tools/coverage_plugins_package/src/coverage_plugins/jit_plugin.py,81,42,22,3,4
tools/coverage_plugins_package/src/coverage_plugins/__init__.py,0,0,1,0,0
tools/code_analyzer/gen_operators_yaml.py,633,442,100,12,9
tools/code_analyzer/gen_oplist.py,187,53,23,5,10
tools/code_analyzer/gen_op_registration_allowlist.py,99,59,20,5,4
tools/code_coverage/oss_coverage.py,24,15,3,1,6
tools/code_coverage/package/__init__.py,0,0,1,0,0
tools/code_coverage/package/util/__init__.py,0,0,1,0,0
tools/code_coverage/package/util/setting.py,67,41,1,1,4
tools/code_coverage/package/util/utils_init.py,101,81,16,5,5
tools/code_coverage/package/util/utils.py,150,103,16,18,9
tools/code_coverage/package/oss/run.py,29,21,3,2,6
tools/code_coverage/package/oss/__init__.py,0,0,1,0,0
tools/code_coverage/package/oss/utils.py,96,66,15,9,5
tools/code_coverage/package/oss/cov_json.py,23,18,7,1,5
tools/code_coverage/package/oss/init.py,168,124,19,9,8
tools/code_coverage/package/tool/summarize_jsons.py,221,170,43,8,13
tools/code_coverage/package/tool/__init__.py,0,0,1,0,0
tools/code_coverage/package/tool/gcc_coverage.py,50,35,3,3,8
tools/code_coverage/package/tool/clang_coverage.py,180,147,26,6,10
tools/code_coverage/package/tool/utils.py,25,17,3,2,5
tools/code_coverage/package/tool/print_report.py,236,193,18,12,6
tools/code_coverage/package/tool/parser/llvm_coverage_segment.py,62,44,10,4,2
tools/code_coverage/package/tool/parser/llvm_coverage_parser.py,69,39,9,4,4
tools/code_coverage/package/tool/parser/gcov_coverage_parser.py,50,28,8,3,3
tools/code_coverage/package/tool/parser/__init__.py,0,0,1,0,0
tools/code_coverage/package/tool/parser/coverage_record.py,16,12,1,1,2
tools/stats/upload_test_stats_intermediate.py,27,19,3,0,4
tools/stats/sccache_stats_to_benchmark_format.py,63,38,10,2,5
tools/stats/monitor.py,591,410,75,22,17
tools/stats/upload_external_contrib_stats.py,157,141,17,3,11
tools/stats/import_test_stats.py,184,140,14,14,8
tools/stats/upload_stats_lib.py,320,30,40,18,14
tools/stats/test_dashboard.py,205,173,29,9,12
tools/stats/upload_test_stats_running_jobs.py,74,52,12,6,7
tools/stats/__init__.py,0,0,1,0,0
tools/stats/upload_sccache_stats.py,51,42,4,1,8
tools/stats/upload_dynamo_perf_stats.py,157,131,9,2,11
tools/stats/export_test_times.py,18,11,2,1,3
tools/stats/check_disabled_tests.py,289,193,42,6,11
tools/stats/upload_artifacts.py,62,50,5,1,5
tools/stats/utilization_stats_lib.py,127,97,3,2,4
tools/stats/upload_metrics.py,159,99,22,4,11
tools/stats/upload_test_stats.py,299,188,39,7,11
tools/stats/upload_utilization_stats/test_upload_utilization_stats.py,205,148,11,10,8
tools/stats/upload_utilization_stats/upload_utilization_stats.py,527,91,54,19,12
.ci/lumen_cli/tests/test_utils.py,143,6,11,10,10
.ci/lumen_cli/tests/test_vllm.py,176,160,2,7,6
.ci/lumen_cli/tests/test_envs_helper.py,149,112,5,20,6
.ci/lumen_cli/tests/test_docker_helper.py,75,49,4,6,5
.ci/lumen_cli/tests/test_cli_helper.py,115,7,7,11,6
.ci/lumen_cli/tests/test_run_plan.py,185,125,11,10,6
.ci/lumen_cli/tests/test_path_helper.py,122,95,3,16,5
.ci/lumen_cli/tests/test_app.py,47,33,4,2,7
.ci/lumen_cli/cli/run.py,40,23,3,1,5
.ci/lumen_cli/cli/test_cli/__init__.py,0,0,1,0,0
.ci/lumen_cli/cli/test_cli/register_test.py,62,48,3,2,4
.ci/lumen_cli/cli/lib/__init__.py,0,0,1,0,0
.ci/lumen_cli/cli/lib/core/vllm/lib.py,292,21,19,6,9
.ci/lumen_cli/cli/lib/core/vllm/vllm_test.py,280,197,28,12,16
.ci/lumen_cli/cli/lib/core/vllm/vllm_build.py,296,191,24,11,13
.ci/lumen_cli/cli/lib/common/envs_helper.py,110,38,19,11,6
.ci/lumen_cli/cli/lib/common/docker_helper.py,42,14,9,2,4
.ci/lumen_cli/cli/lib/common/gh_summary.py,143,82,23,9,9
.ci/lumen_cli/cli/lib/common/logger.py,14,8,2,1,2
.ci/lumen_cli/cli/lib/common/utils.py,139,59,26,5,8
.ci/lumen_cli/cli/lib/common/cli_helper.py,71,21,9,3,5
.ci/lumen_cli/cli/lib/common/path_helper.py,62,23,16,6,4
.ci/lumen_cli/cli/lib/common/pip_helper.py,71,55,9,5,9
.ci/lumen_cli/cli/lib/common/git_helper.py,69,29,15,4,4
.ci/lumen_cli/cli/build_cli/register_build.py,37,28,3,1,4
.ci/lumen_cli/cli/build_cli/__init__.py,0,0,1,0,0
.ci/docker/manywheel/build_scripts/manylinux1-check.py,60,35,12,2,4
.ci/docker/manywheel/build_scripts/ssl-check.py,31,19,4,0,2
.ci/aarch64_linux/build_aarch64_wheel.py,1029,729,109,44,20
.ci/aarch64_linux/aarch64_wheel_ci_build.py,382,252,49,8,4
.ci/aarch64_linux/embed_library.py,87,72,15,4,10
.ci/pytorch/print_sccache_log.py,18,12,4,0,1
.ci/pytorch/fake_numpy/numpy.py,1,1,1,0,0
.ci/pytorch/smoke_test/smoke_test.py,511,409,103,21,21
.ci/pytorch/smoke_test/check_gomp.py,77,43,12,2,4
.ci/pytorch/smoke_test/check_binary_symbols.py,113,82,15,7,9
.ci/pytorch/smoke_test/max_autotune.py,209,184,16,6,7
.ci/pytorch/test_example_code/cnn_smoke_win_arm64.py,41,3,4,2,4
.ci/pytorch/test_example_code/rnn_smoke_win_arm64.py,13,3,2,0,2
.ci/pytorch/test_example_code/cnn_smoke.py,38,3,2,2,4
.ci/pytorch/test_example_code/rnn_smoke.py,14,3,2,0,2
.ci/pytorch/win-test-helpers/run_python_nn_smoketests.py,58,51,9,0,8
test/test_cuda_multigpu.py,1794,1403,165,84,22
test/test_mps.py,12828,9099,1016,880,64
test/test_jit_autocast.py,959,775,33,132,9
test/test_determination.py,134,50,6,11,3
test/test_dispatch.py,1152,457,175,37,8
test/test_segment_reductions.py,575,526,69,9,6
test/test_masked.py,435,273,77,19,9
test/test_python_dispatch.py,2667,1183,169,261,29
test/test_monitor.py,177,148,12,11,9
test/test_datapipe.py,4071,1823,330,246,41
test/test_linalg.py,9863,6575,1288,458,85
test/test_mkldnn.py,1733,1448,161,105,15
test/test_utils.py,1015,710,58,85,31
test/conftest.py,345,266,49,19,20
test/test_sort_and_select.py,1336,1103,118,51,10
test/test_dataloader.py,3680,1534,356,273,52
test/test_fx_passes.py,869,655,27,63,12
test/test_autocast.py,389,301,29,33,6
test/test_static_runtime.py,585,415,42,44,7
test/test_reductions.py,3743,2707,467,212,20
test/test_functionalization.py,2328,1002,46,183,14
test/test_decomp.py,1397,599,151,61,28
test/test_pruning_op.py,84,63,10,6,6
test/test_extension_utils.py,88,59,5,9,3
test/test_ops_jit.py,371,88,79,9,10
test/test_package.py,28,23,2,0,19
test/test_jit_legacy.py,8,5,2,0,2
test/test_logging.py,24,12,2,1,5
test/test_content_store.py,133,105,6,5,7
test/test_utils_config_module.py,412,354,4,23,11
test/test_jit_disabled.py,91,46,5,9,9
test/test_tensorexpr.py,1721,1373,95,222,8
test/test_type_promotion.py,1191,919,188,64,10
test/test_per_overload_api.py,79,44,3,3,3
test/test_cpp_extensions_mtia_backend.py,145,23,6,9,8
test/test_utils_filelock.py,53,40,9,3,5
test/test_import_stats.py,20,10,4,2,4
test/test_sparse.py,5625,4392,583,291,29
test/test_proxy_tensor.py,2154,474,140,304,42
test/test_hub.py,318,256,14,25,8
