filename,loc_physical,loc,cc,fan_in,fan_out
numpy/_core/src/multiarray/npy_static_data.c,280,116,24,0,8
numpy/_core/src/multiarray/convert_datatype.c,3581,1621,489,59,30
numpy/_core/src/multiarray/mapping.c,3482,1001,508,84,20
numpy/_core/src/multiarray/descriptor.c,3857,1306,589,61,22
numpy/_core/src/multiarray/ctors.c,4221,1473,614,96,29
numpy/_core/src/multiarray/legacy_dtype_implementation.c,565,289,106,10,8
numpy/_core/src/multiarray/compiled_base.c,2046,359,304,28,15
numpy/_core/src/multiarray/shape.c,1019,401,140,26,14
numpy/_core/src/multiarray/nditer_pywrap.c,2541,274,326,32,9
numpy/_core/src/multiarray/datetime_busday.c,1327,185,169,26,8
numpy/_core/src/multiarray/array_api_standard.c,79,66,11,1,1
numpy/_core/src/multiarray/datetime.c,4375,1135,566,57,16
numpy/_core/src/multiarray/usertypes.c,675,246,70,18,13
numpy/_core/src/multiarray/stringdtype/static_string.c,803,565,105,19,9
numpy/_core/src/multiarray/stringdtype/dtype.c,926,675,123,26,13
numpy/_core/src/multiarray/stringdtype/utf8_utils.c,330,110,35,2,3
numpy/_core/src/multiarray/textreading/str_to_int.c,70,61,5,0,6
numpy/_core/src/multiarray/textreading/rows.c,511,251,85,8,13
numpy/_core/src/multiarray/textreading/field_types.c,201,166,30,1,6
numpy/_core/src/multiarray/textreading/growth.c,47,6,7,0,2
numpy/_core/src/multiarray/textreading/readtext.c,316,110,40,2,12
numpy/_core/src/multiarray/textreading/conversions.c,394,87,51,4,10
numpy/_core/src/multiarray/textreading/stream_pyobject.c,240,108,19,0,5
numpy/_core/src/npymath/arm64_exports.c,30,15,3,0,1
numpy/_core/src/npymath/npy_math.c,9,2,1,0,1
numpy/_core/src/_simd/_simd.c,100,90,13,0,2
numpy/_core/src/common/numpyos.c,828,394,120,22,9
numpy/_core/src/common/ufunc_override.c,125,72,21,1,8
numpy/_core/src/common/array_assign.c,166,17,22,5,8
numpy/_core/src/common/npy_cpu_dispatch.c,78,72,15,3,3
numpy/_core/src/common/mem_overlap.c,923,187,118,9,7
numpy/_core/src/common/npy_import.c,21,17,3,0,3
numpy/_core/src/common/cblasfuncs.c,717,458,94,15,10
numpy/_core/src/common/python_xerbla.c,43,21,6,2,3
numpy/_core/src/common/gil_utils.c,48,39,5,1,3
numpy/_core/src/common/npy_longdouble.c,175,48,20,3,4
numpy/_core/src/common/npy_cpu_features.c,889,417,127,22,14
numpy/_core/src/common/blas_utils.c,134,87,11,4,7
numpy/_core/src/common/npy_argparse.c,454,128,64,15,7
numpy/_core/src/umath/extobj.c,556,169,65,15,7
numpy/_core/src/umath/legacy_array_method.c,465,163,63,15,10
numpy/_core/src/umath/ufunc_object.c,6643,2233,909,201,33
numpy/_core/src/umath/_umath_tests.dispatch.c,29,22,2,1,4
numpy/_core/src/umath/_scaled_float_dtype.c,902,435,70,25,10
numpy/_core/src/umath/wrapping_array_method.c,340,162,31,10,8
numpy/_core/src/umath/_rational_tests.c,1375,488,109,26,7
numpy/_core/src/umath/reduction.c,459,133,67,14,12
numpy/_core/src/umath/_operand_flag_tests.c,97,44,6,2,6
numpy/_core/src/umath/override.c,426,120,67,12,8
numpy/_core/src/umath/umathmodule.c,337,128,34,10,21
numpy/_core/src/umath/_struct_ufunc_tests.c,166,126,7,4,5
numpy/_core/src/umath/ufunc_type_resolution.c,2257,609,313,77,15
numpy/_typing/_char_codes.py,213,188,4,0,1
numpy/_typing/_extended_precision.py,15,6,1,0,2
numpy/_typing/_nbit.py,19,0,1,0,2
numpy/_typing/_ufunc.py,7,6,1,0,1
numpy/_typing/__init__.py,172,0,2,0,15
numpy/_typing/_dtype_like.py,107,59,7,1,4
numpy/_typing/_nbit_base.py,94,32,9,1,5
numpy/_typing/_array_like.py,106,22,7,3,10
numpy/_typing/_scalars.py,20,12,2,0,2
numpy/_typing/_shape.py,8,5,1,0,2
numpy/_typing/_add_docstring.py,153,65,12,2,9
numpy/_typing/_nested_sequence.py,79,34,5,7,5
numpy/tests/test_warnings.py,79,54,19,6,5
numpy/tests/test_matlib.py,59,45,1,8,3
numpy/tests/test_ctypeslib.py,377,204,12,23,14
numpy/tests/test_lazyloading.py,42,18,1,1,10
numpy/tests/test__all__.py,10,5,3,1,2
numpy/tests/test_numpy_version.py,54,25,6,3,3
numpy/tests/__init__.py,0,0,1,0,0
numpy/tests/test_reloading.py,75,45,7,3,14
numpy/tests/test_public_api.py,806,224,140,22,22
numpy/tests/test_scripts.py,48,30,10,3,7
numpy/tests/test_configtool.py,52,40,1,6,10
numpy/tests/test_numpy_config.py,46,33,3,4,3
numpy/_pyinstaller/__init__.py,0,0,1,0,0
numpy/_pyinstaller/hook-numpy.py,36,15,7,0,3
numpy/_pyinstaller/tests/test_pyinstaller.py,35,8,3,1,3
numpy/_pyinstaller/tests/__init__.py,16,12,4,0,2
numpy/_pyinstaller/tests/pyinstaller-smoke.py,32,15,4,0,2
numpy/rec/__init__.py,2,2,1,0,2
numpy/typing/__init__.py,201,28,22,2,8
numpy/typing/mypy_plugin.py,195,95,20,10,12
numpy/typing/tests/test_isfile.py,32,25,4,1,5
numpy/typing/tests/test_typing.py,205,119,32,8,12
numpy/typing/tests/test_runtime.py,115,33,3,10,5
numpy/typing/tests/__init__.py,0,0,1,0,0
numpy/typing/tests/data/pass/fromnumeric.py,272,0,2,0,1
numpy/typing/tests/data/pass/arithmetic.py,614,505,3,9,5
numpy/typing/tests/data/pass/recfunctions.py,161,0,1,16,4
numpy/typing/tests/data/pass/ndarray_conversion.py,87,51,2,0,3
numpy/typing/tests/data/pass/literal.py,52,42,5,0,6
numpy/typing/tests/data/pass/ma.py,199,148,2,0,5
numpy/typing/tests/data/pass/comparisons.py,316,265,1,0,3
numpy/typing/tests/data/pass/multiarray.py,76,56,1,0,2
numpy/typing/tests/data/pass/array_constructors.py,138,102,1,2,3
numpy/typing/tests/data/pass/dtype.py,57,41,2,0,1
numpy/typing/tests/data/pass/ndarray_misc.py,202,143,3,0,6
numpy/typing/tests/data/pass/ndarray_shape_manipulation.py,47,27,1,0,1
numpy/typing/tests/data/pass/ufuncs.py,16,10,1,0,1
numpy/typing/tests/data/pass/ufunc_config.py,64,0,2,6,1
