filename,loc_physical,loc,cc,fan_in,fan_out
net/sunrpc/xprtrdma/rpc_rdma.c,1509,752,162,19,4
net/caif/cfctrl.c,633,207,53,16,7
net/caif/caif_socket.c,1114,417,113,21,20
net/caif/caif_dev.c,586,103,48,14,16
net/caif/cfrfml.c,299,71,37,5,7
net/caif/cfutill.c,104,82,5,1,7
net/caif/chnl_net.c,531,105,27,7,13
net/caif/cffrml.c,197,148,17,11,8
net/caif/cfserl.c,192,39,29,4,6
net/caif/cfvidl.c,65,44,5,1,7
net/caif/cfsrvl.c,214,65,16,6,10
net/caif/cfmuxl.c,267,67,16,10,8
net/caif/cfdgml.c,113,79,8,2,6
net/caif/cfpkt_skbuff.c,373,37,36,12,4
net/caif/cfcnfg.c,612,19,46,11,14
net/caif/cfveil.c,101,74,6,2,5
net/caif/cfdbgl.c,55,34,4,1,5
net/caif/caif_usb.c,216,55,17,3,12
net/devlink/param.c,843,469,93,31,1
net/devlink/resource.c,504,366,48,17,1
net/devlink/rate.c,848,136,133,25,1
net/devlink/region.c,1258,378,128,38,1
net/devlink/health.c,1297,536,110,58,4
net/devlink/linecard.c,628,475,54,26,1
net/devlink/core.c,551,387,31,20,3
net/devlink/trap.c,1854,1391,171,74,2
net/devlink/netlink_gen.c,1284,0,2,0,4
net/devlink/sb.c,995,843,119,45,1
net/devlink/port.c,1621,1129,208,62,1
net/devlink/netlink.c,376,60,38,20,3
net/devlink/dev.c,1442,308,175,71,4
net/devlink/dpipe.c,915,723,112,32,1
net/wireless/radiotap.c,370,79,47,7,5
net/wireless/pmsr.c,668,241,89,11,4
net/wireless/trace.c,7,5,1,0,2
net/wireless/chan.c,1572,713,233,32,5
net/wireless/sysfs.c,181,84,10,9,9
net/wireless/util.c,3034,960,412,82,15
net/wireless/ibss.c,496,162,86,20,8
net/wireless/debugfs.c,271,142,12,24,3
net/wireless/wext-priv.c,249,64,35,9,5
net/wireless/ocb.c,65,40,9,4,5
net/wireless/scan.c,4020,966,525,58,18
net/wireless/wext-compat.c,1520,470,193,34,12
net/wireless/ethtool.c,29,23,3,1,4
net/wireless/reg.c,4402,1935,532,47,17
net/wireless/core.c,1841,463,226,46,20
net/wireless/wext-sme.c,369,20,68,15,8
net/wireless/sme.c,1622,374,182,30,12
net/wireless/of.c,138,100,21,5,3
net/wireless/mlme.c,1400,476,163,48,12
net/wireless/wext-core.c,1215,453,115,33,12
net/wireless/ap.c,74,47,9,4,6
net/wireless/nl80211.c,21271,4899,3358,390,22
net/wireless/mesh.c,289,154,38,8,6
net/wireless/wext-proc.c,142,57,12,2,8
net/wireless/tests/chan.c,228,17,5,0,2
net/wireless/tests/util.c,56,21,1,2,5
net/wireless/tests/module.c,10,3,3,0,1
net/wireless/tests/scan.c,880,136,26,8,7
net/wireless/tests/fragmentation.c,177,89,6,2,3
net/nfc/rawsock.c,421,324,32,12,5
net/nfc/digital_core.c,862,169,69,27,2
net/nfc/core.c,1247,726,124,53,8
net/nfc/af_nfc.c,88,61,8,7,3
net/nfc/digital_technology.c,1300,598,135,43,1
net/nfc/netlink.c,1931,396,205,71,5
net/nfc/digital_dep.c,1633,893,158,30,1
net/nfc/llcp_core.c,1697,597,130,24,6
net/nfc/llcp_sock.c,1066,76,103,20,7
net/nfc/llcp_commands.c,815,131,67,19,7
net/nfc/hci/llc_shdlc.c,818,432,61,22,6
net/nfc/hci/llc_nop.c,86,63,2,4,2
net/nfc/hci/hcp.c,136,67,10,4,5
net/nfc/hci/command.c,344,236,28,13,6
net/nfc/hci/core.c,1105,476,108,29,8
net/nfc/hci/llc.c,141,105,9,11,2
net/nfc/nci/lib.c,73,6,1,1,6
net/nfc/nci/rsp.c,428,43,26,1,7
net/nfc/nci/spi.c,323,52,23,6,5
net/nfc/nci/ntf.c,854,60,66,6,8
net/nfc/nci/core.c,1614,194,132,46,14
net/nfc/nci/hci.c,795,344,67,21,6
net/nfc/nci/data.c,301,10,27,12,9
net/nfc/nci/uart.c,454,81,45,8,17
net/bluetooth/aosp.c,210,71,16,3,3
net/bluetooth/mgmt.c,10489,5130,1111,197,13
net/bluetooth/mgmt_config.c,346,35,9,5,5
net/bluetooth/lib.c,383,204,5,9,2
net/bluetooth/ecdh_helper.c,203,112,13,9,3
net/bluetooth/hci_core.c,4152,992,379,115,19
net/bluetooth/coredump.c,553,160,43,16,4
net/bluetooth/hci_codec.c,253,21,30,4,3
net/bluetooth/hci_sock.c,2265,584,247,43,10
net/bluetooth/msft.c,1201,431,97,22,5
net/bluetooth/hci_sync.c,7160,2111,889,154,11
net/bluetooth/hci_sysfs.c,136,57,8,6,3
net/bluetooth/eir.c,386,87,57,2,4
net/bluetooth/af_bluetooth.c,976,38,91,37,11
net/bluetooth/hci_drv.c,105,77,11,3,6
net/bluetooth/hci_conn.c,3149,1123,389,42,10
net/bluetooth/iso.c,2555,462,298,34,8
net/bluetooth/l2cap_sock.c,2013,559,225,29,8
net/bluetooth/selftest.c,309,145,17,4,6
net/bluetooth/l2cap_core.c,7707,2258,762,107,8
net/bluetooth/6lowpan.c,1289,692,89,16,14
net/bluetooth/hci_debugfs.c,1395,1045,55,25,6
net/bluetooth/sco.c,1579,82,143,26,7
net/bluetooth/leds.c,100,61,7,5,3
net/bluetooth/smp.c,3864,1059,428,49,12
net/bluetooth/hci_event.c,7616,4003,846,39,11
net/bluetooth/mgmt_util.c,395,47,34,21,6
net/bluetooth/cmtp/capi.c,579,115,45,5,21
net/bluetooth/cmtp/core.c,519,361,41,10,20
net/bluetooth/cmtp/sock.c,271,188,25,7,17
net/bluetooth/rfcomm/core.c,2286,516,172,31,9
net/bluetooth/rfcomm/sock.c,1081,171,101,20,8
net/bluetooth/rfcomm/tty.c,1155,287,91,18,7
net/bluetooth/bnep/core.c,769,97,59,16,9
net/bluetooth/bnep/sock.c,260,179,26,7,4
net/bluetooth/bnep/netdev.c,230,66,14,4,5
net/bluetooth/hidp/core.c,1479,363,129,27,9
net/bluetooth/hidp/sock.c,312,225,30,10,4
net/switchdev/switchdev.c,1064,797,76,51,13
net/smc/smc_sysctl.c,153,111,7,3,7
net/smc/smc_tx.c,734,226,107,34,14
net/smc/smc_pnet.c,1217,244,137,37,15
net/smc/smc_loopback.c,421,185,30,7,6
net/smc/smc_inet.c,176,106,11,3,4
net/smc/smc_tracepoint.c,9,6,1,0,1
net/smc/smc_ism.c,632,382,64,28,11
net/smc/af_smc.c,3685,888,528,96,35
net/smc/smc_netlink.c,157,20,1,2,12
net/smc/smc_clc.c,1366,409,168,58,15
net/smc/smc_stats.c,419,379,75,14,9
net/smc/smc_core.c,2771,762,373,105,25
net/smc/smc_llc.c,2374,555,286,75,7
net/smc/smc_ib.c,1021,330,126,42,16
net/smc/smc_diag.c,278,229,27,4,12
net/smc/smc_rx.c,520,163,87,19,13
net/smc/smc_close.c,506,202,50,14,8
net/smc/smc_wr.c,943,279,95,36,7
net/smc/smc_cdc.c,525,143,51,19,8
net/lapb/lapb_subr.c,299,202,40,10,18
net/lapb/lapb_in.c,556,476,32,4,19
net/lapb/lapb_out.c,205,146,26,7,18
net/lapb/lapb_iface.c,553,138,44,24,23
net/lapb/lapb_timer.c,206,154,12,5,18
net/l2tp/l2tp_ip.c,734,93,67,11,19
net/l2tp/l2tp_ip6.c,867,235,105,17,22
net/l2tp/l2tp_debugfs.c,347,104,29,2,21
net/l2tp/l2tp_core.c,1946,729,188,29,41
net/l2tp/l2tp_ppp.c,1723,856,160,33,38
net/l2tp/l2tp_eth.c,351,170,24,4,24
net/l2tp/l2tp_netlink.c,1060,312,142,22,11
net/sctp/associola.c,1711,456,170,38,9
net/sctp/ulpevent.c,1190,469,91,14,6
net/sctp/stream_sched_rr.c,190,17,11,1,4
net/sctp/transport.c,856,292,94,21,5
net/sctp/auth.c,1089,364,119,37,6
net/sctp/sysctl.c,648,461,28,25,3
net/sctp/sm_statefuns.c,6686,2400,557,114,15
net/sctp/diag.c,532,46,50,18,4
net/sctp/sm_sideeffect.c,1830,544,153,27,9
net/sctp/sm_make_chunk.c,3921,1230,362,73,14
net/sctp/ipv6.c,1238,350,118,24,28
net/sctp/socket.c,9778,3701,1199,255,29
net/sctp/offload.c,120,36,13,2,15
net/sctp/sm_statetable.c,1041,126,18,0,3
net/sctp/stream_interleave.c,1353,882,178,8,5
net/sctp/debug.c,170,1,6,0,1
net/sctp/input.c,1362,280,149,43,17
net/sctp/bind_addr.c,575,196,57,30,8
net/sctp/primitive.c,201,15,7,3,9
net/sctp/protocol.c,1748,373,153,28,20
net/sctp/chunk.c,353,75,45,6,9
net/sctp/stream_sched_prio.c,319,180,26,2,4
net/sctp/outqueue.c,1924,724,226,39,10
net/sctp/objcnt.c,105,53,7,2,2
net/sctp/proc.c,399,60,25,3,6
net/sctp/tsnmap.c,364,78,42,8,5
net/sctp/endpointola.c,422,146,44,9,8
net/sctp/ulpqueue.c,1126,405,136,15,8
net/sctp/inqueue.c,243,51,24,4,4
net/sctp/stream_sched.c,280,121,21,13,4
net/sctp/output.c,865,179,125,13,17
net/sctp/stream_sched_fc.c,225,76,15,2,4
net/sctp/stream.c,1087,219,155,21,4
net/netrom/nr_subr.c,280,203,17,10,21
net/netrom/nr_route.c,984,649,92,17,28
net/netrom/nr_in.c,301,221,31,5,21
net/netrom/nr_out.c,270,155,24,9,20
net/netrom/nr_loopback.c,73,52,6,3,8
net/netrom/nr_dev.c,178,35,10,4,25
net/netrom/sysctl_net_netrom.c,156,143,2,2,5
net/netrom/af_netrom.c,1536,838,130,36,35
net/netrom/nr_timer.c,249,140,12,12,21
net/ethtool/strset.c,499,283,51,8,4
net/ethtool/eee.c,172,74,14,5,3
net/ethtool/common.c,1141,809,77,23,10
net/ethtool/coalesce.c,649,364,74,10,3
net/ethtool/tsinfo.c,564,464,68,19,9
net/ethtool/wol.c,158,31,15,4,3
net/ethtool/rings.c,322,110,50,2,3
net/ethtool/linkstate.c,227,179,33,5,4
net/ethtool/module.c,557,274,45,15,9
net/ethtool/cabletest.c,453,184,54,21,5
net/ethtool/linkmodes.c,362,229,42,6,3
net/ethtool/rss.c,1205,370,141,24,3
net/ethtool/stats.c,623,518,85,13,5
net/ethtool/tsconfig.c,457,108,62,9,7
net/ethtool/linkinfo.c,145,60,11,2,2
net/ethtool/plca.c,271,214,25,3,4
net/ethtool/debug.c,117,50,5,2,3
net/ethtool/eeprom.c,246,191,23,2,4
net/ethtool/bitset.c,873,547,133,21,4
net/ethtool/fec.c,293,174,37,6,3
net/ethtool/channels.c,199,73,29,2,3
net/ethtool/ioctl.c,3801,1068,552,101,27
net/ethtool/phy.c,165,29,16,4,6
net/ethtool/cmis_cdb.c,666,517,51,19,5
net/ethtool/features.c,297,107,24,7,4
net/ethtool/mm.c,561,331,60,11,2
net/ethtool/tunnels.c,281,227,33,9,6
net/ethtool/phc_vclocks.c,94,72,5,2,2
net/ethtool/pse-pd.c,382,54,55,8,7
net/ethtool/cmis_fw_update.c,485,379,27,10,6
net/ethtool/netlink.c,1573,374,127,33,8
net/ethtool/pause.c,219,127,20,3,2
net/ethtool/privflags.c,195,93,17,3,3
net/psample/psample.c,533,199,78,21,13
net/bpf/test_run.c,1768,769,215,64,24
net/bpf/bpf_dummy_struct_ops.c,323,65,32,12,4
net/ipv6/addrconf.c,7619,2515,816,175,51
net/ipv6/udplite.c,140,110,4,5,3
net/ipv6/ip6_udp_tunnel.c,186,145,18,4,13
net/ipv6/exthdrs_core.c,282,164,53,9,2
net/ipv6/xfrm6_protocol.c,327,249,28,15,8
net/ipv6/udp_offload.c,210,94,22,5,10
net/ipv6/xfrm6_output.c,112,87,13,3,10
net/ipv6/xfrm6_tunnel.c,403,192,25,3,11
net/ipv6/ip6_fib.c,2822,1020,300,65,19
net/ipv6/xfrm6_input.c,322,108,34,13,8
net/ipv6/tcp_ao.c,168,96,5,15,4
net/ipv6/syncookies.c,280,141,31,4,7
net/ipv6/seg6.c,551,80,54,12,14
net/ipv6/raw.c,1313,839,165,36,38
net/ipv6/exthdrs.c,1375,514,149,29,31
net/ipv6/addrlabel.c,640,162,59,27,9
net/ipv6/xfrm6_policy.c,318,250,22,5,10
net/ipv6/exthdrs_offload.c,48,31,4,2,2
net/ipv6/anycast.c,656,450,65,18,27
net/ipv6/ip6mr.c,2774,913,311,62,36
net/ipv6/ipv6_sockglue.c,1476,593,224,37,31
net/ipv6/seg6_iptunnel.c,779,289,64,22,19
net/ipv6/ip6_checksum.c,137,95,16,4,4
net/ipv6/addrconf_core.c,280,167,13,11,5
net/ipv6/ip6_icmp.c,86,69,9,5,7
net/ipv6/ndisc.c,2043,1109,253,43,35
net/ipv6/ip6_input.c,597,233,90,11,26
net/ipv6/fib6_notifier.c,64,53,3,5,8
net/ipv6/calipso.c,1479,739,136,26,18
net/ipv6/datagram.c,1072,709,138,37,23
net/ipv6/tcpv6_offload.c,206,57,21,2,8
net/ipv6/ping.c,306,218,39,9,9
net/ipv6/seg6_hmac.c,468,151,39,21,30
net/ipv6/udp.c,1974,672,283,67,39
net/ipv6/ipcomp6.c,224,175,19,2,20
net/ipv6/sysctl_net_ipv6.c,361,245,13,7,14
net/ipv6/mcast.c,3253,1497,396,87,36
net/ipv6/ioam6.c,1040,647,105,16,12
net/ipv6/ip6_gre.c,2378,797,299,51,44
net/ipv6/ip6_tunnel.c,2406,1160,312,49,38
net/ipv6/ip6_offload.c,489,233,52,10,13
net/ipv6/esp6_offload.c,433,182,44,8,19
net/ipv6/reassembly.c,617,187,54,12,31
net/ipv6/protocol.c,70,40,3,6,4
net/ipv6/netfilter.c,274,111,36,11,15
net/ipv6/fou6.c,227,159,14,8,16
net/ipv6/af_inet6.c,1325,654,153,31,48
net/ipv6/ip6_output.c,2072,908,260,53,32
net/ipv6/esp6.c,1257,717,102,47,25
net/ipv6/rpl_iptunnel.c,394,44,31,10,6
net/ipv6/mcast_snoop.c,190,109,21,3,5
net/ipv6/inet6_connection_sock.c,138,90,10,2,13
net/ipv6/tcp_ipv6.c,2450,1119,308,34,47
net/ipv6/icmp.c,1245,609,140,22,34
net/ipv6/seg6_local.c,2720,1076,252,54,23
net/ipv6/proc.c,321,157,20,9,14
net/ipv6/ip6_flowlabel.c,912,387,112,16,19
net/ipv6/ioam6_iptunnel.c,570,406,58,8,15
net/ipv6/route.c,6969,2680,848,144,43
net/ipv6/mip6.c,411,320,30,8,11
net/ipv6/inet6_hashtables.c,382,110,42,6,11
net/ipv6/xfrm6_state.c,33,16,1,2,1
net/ipv6/sit.c,1954,1099,243,38,36
net/ipv6/ip6_vti.c,1314,724,137,21,34
net/ipv6/tunnel6.c,306,244,30,6,10
net/ipv6/output_core.c,159,120,17,8,7
net/ipv6/ah6.c,805,453,72,25,15
net/ipv6/rpl.c,118,93,9,5,2
net/ipv6/fib6_rules.c,663,455,85,13,10
net/ipv6/ila/ila_xlat.c,665,202,62,24,9
net/ipv6/ila/ila_common.c,155,120,11,2,14
net/ipv6/ila/ila_main.c,129,109,5,2,4
net/ipv6/ila/ila_lwt.c,332,161,33,4,16
net/ipv6/netfilter/nft_reject_ipv6.c,77,60,2,0,9
net/ipv6/netfilter/nf_dup_ipv6.c,81,67,10,1,8
net/ipv6/netfilter/ip6table_security.c,97,67,8,2,3
net/ipv6/netfilter/nf_conntrack_reasm.c,579,321,57,16,16
net/ipv6/netfilter/ip6t_NPT.c,191,15,19,0,8
net/ipv6/netfilter/ip6t_mh.c,90,27,6,0,8
net/ipv6/netfilter/ip6t_srh.c,320,64,71,2,9
net/ipv6/netfilter/nf_reject_ipv6.c,408,178,42,9,8
net/ipv6/netfilter/ip6t_ipv6header.c,153,20,14,2,9
net/ipv6/netfilter/nf_socket_ipv6.c,169,138,20,4,10
net/ipv6/netfilter/ip6t_hbh.c,211,47,21,1,10
net/ipv6/netfilter/ip6_tables.c,1902,169,202,47,20
net/ipv6/netfilter/ip6table_mangle.c,137,27,12,3,4
net/ipv6/netfilter/ip6table_raw.c,109,60,7,2,3
net/ipv6/netfilter/nft_dup_ipv6.c,110,86,7,2,8
net/ipv6/netfilter/ip6t_eui64.c,71,53,6,0,6
net/ipv6/netfilter/ip6t_REJECT.c,121,41,7,0,11
net/ipv6/netfilter/nft_fib_ipv6.c,288,161,36,7,12
net/ipv6/netfilter/ip6t_ah.c,117,14,13,1,10
net/ipv6/netfilter/ip6t_frag.c,132,13,20,1,9
net/ipv6/netfilter/nf_tproxy_ipv6.c,153,121,15,2,6
net/ipv6/netfilter/ip6t_rpfilter.c,150,121,17,4,8
net/ipv6/netfilter/ip6t_SYNPROXY.c,124,20,13,1,4
net/ipv6/netfilter/nf_defrag_ipv6_hooks.c,185,46,18,5,19
net/ipv6/netfilter/ip6table_filter.c,109,18,7,2,4
net/ipv6/netfilter/ip6t_rt.c,191,14,30,1,10
net/ipv6/netfilter/ip6table_nat.c,177,137,13,4,7
net/mac80211/wbrf.c,94,21,7,4,4
net/mac80211/led.c,377,6,26,8,4
net/mac80211/he.c,367,106,36,1,2
net/mac80211/trace.c,77,0,3,4,6
net/mac80211/rc80211_minstrel_ht_debugfs.c,334,94,35,12,8
net/mac80211/chan.c,2226,995,260,44,7
net/mac80211/aes_gmac.c,92,27,8,5,8
net/mac80211/iface.c,2467,866,287,41,16
net/mac80211/rx.c,5473,1701,896,77,23
net/mac80211/util.c,4516,1719,475,123,21
net/mac80211/rate.c,1034,122,147,34,7
net/mac80211/ibss.c,1833,538,184,32,11
net/mac80211/michael.c,83,54,5,1,5
net/mac80211/debugfs.c,739,281,47,44,7
net/mac80211/wep.c,307,104,30,7,14
net/mac80211/link.c,646,102,77,15,7
net/mac80211/cfg.c,5524,1776,702,86,14
net/mac80211/ocb.c,242,46,14,7,11
net/mac80211/sta_info.c,3403,1335,414,83,18
net/mac80211/tdls.c,2075,467,187,24,8
net/mac80211/scan.c,1472,336,193,29,11
net/mac80211/mesh_pathtbl.c,1100,570,85,29,11
net/mac80211/s1g.c,222,6,11,5,4
net/mac80211/offchannel.c,1090,316,154,19,4
net/mac80211/spectmgmt.c,460,211,37,4,6
net/mac80211/agg-tx.c,1060,275,107,19,7
net/mac80211/ht.c,643,152,59,12,5
net/mac80211/mesh_plink.c,1256,394,151,9,7
net/mac80211/ethtool.c,252,99,29,4,5
net/mac80211/aes_cmac.c,92,24,6,4,9
net/mac80211/pm.c,200,89,19,3,6
net/mac80211/rc80211_minstrel_ht.c,2044,683,249,53,12
net/mac80211/main.c,1787,575,237,26,24
net/mac80211/wpa.c,1136,260,140,13,18
net/mac80211/driver-ops.c,631,405,83,35,6
net/mac80211/airtime.c,837,174,49,8,3
net/mac80211/debugfs_sta.c,1364,67,84,39,7
net/mac80211/agg-rx.c,535,194,61,10,6
net/mac80211/wme.c,246,99,27,2,10
net/mac80211/debugfs_netdev.c,1106,343,53,48,16
net/mac80211/mlme.c,11004,3810,1351,140,19
net/mac80211/status.c,1289,335,175,22,9
net/mac80211/aead_api.c,113,82,7,8,6
net/mac80211/debugfs_key.c,422,70,17,23,6
net/mac80211/parse.c,1122,490,144,4,21
net/mac80211/key.c,1509,697,215,53,17
net/mac80211/mesh_sync.c,215,63,17,2,3
net/mac80211/eht.c,104,44,10,0,1
net/mac80211/mesh_hwmp.c,1361,448,168,17,5
net/mac80211/vht.c,801,148,98,11,5
net/mac80211/tx.c,6361,2575,902,96,26
net/mac80211/mesh.c,1800,373,218,42,7
net/mac80211/tkip.c,323,214,22,8,11
net/mac80211/mesh_ps.c,612,251,84,10,2
net/mac80211/fils_aead.c,333,94,35,5,7
net/mac80211/tests/util.c,309,124,4,2,5
net/mac80211/tests/module.c,10,3,3,0,1
net/mac80211/tests/mfp.c,286,13,8,0,4
net/mac80211/tests/tpe.c,284,92,6,2,2
net/mac80211/tests/chan-mode.c,274,121,8,1,3
net/mac80211/tests/elems.c,102,21,5,1,2
net/ife/ife.c,177,71,11,11,13
net/rds/ib_stats.c,107,68,3,1,5
net/rds/cong.c,428,225,38,13,6
net/rds/transport.c,169,104,16,4,6
net/rds/send.c,1509,731,183,27,10
net/rds/rdma.c,961,502,116,25,5
net/rds/loop.c,254,84,7,4,9
net/rds/sysctl.c,109,67,2,2,4
net/rds/bind.c,283,112,36,7,8
net/rds/ib_rdma.c,697,324,62,21,7
net/rds/info.c,242,111,24,12,6
net/rds/ib_send.c,1017,311,101,29,9
net/rds/tcp_recv.c,349,138,27,10,6
net/rds/ib_sysctl.c,120,65,3,2,4
net/rds/ib.c,607,208,54,8,14
net/rds/af_rds.c,962,429,89,23,9
net/rds/tcp_connect.c,229,148,20,6,5
net/rds/stats.c,154,45,4,4,5
net/rds/tcp_stats.c,74,35,3,1,5
net/rds/recv.c,841,431,90,22,9
net/rds/page.c,170,20,14,3,5
net/rds/ib_cm.c,1287,423,129,21,11
net/rds/tcp.c,776,188,63,19,10
net/rds/ib_frmr.c,450,219,53,11,1
net/rds/tcp_listen.c,334,182,44,14,7
net/rds/connection.c,944,459,91,27,9
net/rds/ib_ring.c,168,70,7,6,3
net/rds/ib_recv.c,1095,462,91,28,9
net/rds/threads.c,311,81,32,14,4
net/rds/rdma_transport.c,322,122,37,7,5
net/rds/message.c,519,302,47,21,7
net/rds/tcp_send.c,226,78,22,7,6
net/packet/diag.c,267,188,27,4,9
net/packet/af_packet.c,4867,1436,520,99,44
net/hsr/hsr_main.c,187,125,19,5,10
net/hsr/prp_dup_discard_test.c,212,42,3,0,3
net/hsr/hsr_framereg.c,794,342,117,19,7
net/hsr/hsr_netlink.c,580,232,70,17,7
net/hsr/hsr_device.c,802,370,68,10,10
net/hsr/hsr_slave.c,246,130,33,4,8
net/hsr/hsr_forward.c,752,292,113,12,7
net/hsr/hsr_debugfs.c,123,41,13,5,5
net/openvswitch/conntrack.c,2031,458,277,41,25
net/openvswitch/flow.c,1120,424,149,28,38
net/openvswitch/vport-netdev.c,216,109,21,5,15
net/openvswitch/vport-gre.c,103,81,5,1,26
net/openvswitch/openvswitch_trace.c,10,0,1,0,2
net/openvswitch/flow_netlink.c,3842,1700,474,85,34
net/openvswitch/actions.c,1663,548,146,38,27
net/openvswitch/vport-geneve.c,140,51,8,1,16
net/openvswitch/flow_table.c,1220,415,110,44,30
net/openvswitch/vport-vxlan.c,169,59,16,2,11
net/openvswitch/dp_notify.c,86,54,8,3,6
net/openvswitch/vport.c,582,312,48,21,16
net/openvswitch/datapath.c,2862,670,296,53,42
net/openvswitch/vport-internal_dev.c,247,20,11,6,12
net/openvswitch/meter.c,766,300,74,15,11
net/kcm/kcmsock.c,1943,487,178,23,24
net/kcm/kcmproc.c,387,87,21,7,14
net/iucv/af_iucv.c,2339,614,277,41,20
net/iucv/iucv.c,1956,937,122,52,22
drivers/spmi/spmi-devres.c,64,45,5,2,2
drivers/spmi/hisi-spmi-controller.c,347,98,18,5,11
drivers/spmi/spmi-pmic-arb.c,1894,732,153,52,16
drivers/spmi/spmi.c,625,315,37,26,12
drivers/spmi/spmi-mtk-pmif.c,554,217,47,6,7
drivers/spmi/spmi-apple-controller.c,168,6,13,5,6
drivers/eisa/eisa-bus.c,454,295,50,20,10
drivers/eisa/pci_eisa.c,89,40,8,2,6
drivers/eisa/virtual_root.c,72,36,5,1,6
drivers/fwctl/main.c,421,198,40,12,7
drivers/fwctl/mlx5/main.c,411,320,20,8,5
drivers/fwctl/pds/main.c,543,181,46,14,12
drivers/sbus/char/bbc_envctrl.c,601,381,67,15,10
drivers/sbus/char/flash.c,215,175,17,1,14
drivers/sbus/char/uctrl.c,434,194,19,5,15
drivers/sbus/char/envctrl.c,1134,471,119,34,13
drivers/sbus/char/openprom.c,725,479,72,20,14
drivers/sbus/char/bbc_i2c.c,422,309,44,18,14
drivers/sbus/char/display7seg.c,267,111,25,3,16
drivers/sbus/char/oradax.c,989,224,101,22,9
drivers/tee/tee_shm_pool.c,92,47,6,2,6
drivers/tee/tee_core.c,1289,541,146,33,12
drivers/tee/tee_shm.c,589,356,56,22,12
drivers/tee/amdtee/core.c,537,82,44,13,13
drivers/tee/amdtee/shm_pool.c,70,16,5,1,4
drivers/tee/amdtee/call.c,451,28,49,16,8
drivers/tee/optee/rpc.c,462,316,45,6,7
drivers/tee/optee/smc_abi.c,1836,1186,154,19,26
drivers/tee/optee/supp.c,363,166,37,10,4
drivers/tee/optee/core.c,250,157,19,11,10
drivers/tee/optee/device.c,198,83,17,6,5
drivers/tee/optee/notif.c,130,68,13,5,6
drivers/tee/optee/call.c,671,213,61,21,8
drivers/tee/optee/ffa_abi.c,1054,713,77,13,12
drivers/tee/tstee/core.c,480,266,32,5,14
drivers/dpll/dpll_netlink.c,1866,1623,238,73,8
drivers/dpll/dpll_core.c,925,466,94,28,6
drivers/dpll/dpll_nl.c,168,0,2,0,4
drivers/dpll/zl3073x/spi.c,76,65,3,0,6
drivers/dpll/zl3073x/prop.c,358,102,51,4,10
drivers/dpll/zl3073x/i2c.c,76,65,3,0,6
drivers/dpll/zl3073x/core.c,1030,189,110,29,18
drivers/dpll/zl3073x/dpll.c,2318,462,251,66,19
drivers/dpll/zl3073x/devlink.c,259,62,18,6,9
drivers/rpmsg/virtio_rpmsg_bus.c,1061,217,89,21,17
drivers/rpmsg/qcom_glink_ssr.c,168,108,12,6,6
drivers/rpmsg/mtk_rpmsg.c,410,268,23,9,9
drivers/rpmsg/rpmsg_ns.c,124,44,12,4,7
drivers/rpmsg/qcom_glink_native.c,1991,576,140,39,19
drivers/rpmsg/rpmsg_core.c,680,275,66,17,7
drivers/rpmsg/qcom_smd.c,1620,850,138,34,17
drivers/rpmsg/qcom_glink_smem.c,378,138,26,6,21
drivers/rpmsg/rpmsg_ctrl.c,245,120,15,5,13
drivers/rpmsg/qcom_glink_rpm.c,405,256,26,12,17
drivers/rpmsg/rpmsg_char.c,570,110,48,13,14
drivers/power/sequencing/pwrseq-qcom-wcn.c,478,366,20,1,13
drivers/power/sequencing/core.c,1106,709,88,26,19
drivers/power/sequencing/pwrseq-thead-gpu.c,249,37,23,4,9
drivers/power/reset/rmobile-reset.c,73,10,3,3,7
drivers/power/reset/at91-sama5d2_shdwc.c,456,76,31,7,9
drivers/power/reset/msm-poweroff.c,55,42,2,0,10
drivers/power/reset/ep93xx-restart.c,84,23,4,1,11
drivers/power/reset/hisi-reboot.c,80,57,5,1,8
drivers/power/reset/qnap-poweroff.c,131,37,6,1,7
drivers/power/reset/gpio-poweroff.c,121,74,6,2,9
drivers/power/reset/tps65086-restart.c,59,15,2,1,5
drivers/power/reset/atc260x-poweroff.c,247,21,23,6,7
drivers/power/reset/gemini-poweroff.c,175,82,12,3,8
drivers/power/reset/syscon-reboot-mode.c,86,65,6,2,9
drivers/power/reset/ltc2952-poweroff.c,318,99,21,3,14
drivers/power/reset/piix4-poweroff.c,110,23,6,2,5
drivers/power/reset/as3722-poweroff.c,73,51,7,1,6
drivers/power/reset/keystone-reset.c,161,31,15,2,8
drivers/power/reset/brcmstb-reboot.c,121,99,8,2,16
drivers/power/reset/mt6323-poweroff.c,97,26,6,2,7
drivers/power/reset/macsmc-reboot.c,290,133,27,3,9
drivers/power/reset/at91-reset.c,439,60,23,5,11
drivers/power/reset/pwr-mlxbf.c,97,73,8,1,11
drivers/power/reset/restart-poweroff.c,51,14,2,0,6
drivers/power/reset/xgene-reboot.c,83,17,6,2,9
drivers/power/reset/at91-poweroff.c,236,43,22,5,8
drivers/power/reset/ocelot-reset.c,152,72,6,2,9
drivers/power/reset/syscon-poweroff.c,98,18,8,1,9
drivers/power/reset/reboot-mode.c,204,117,14,7,7
drivers/power/reset/nvmem-reboot-mode.c,76,57,5,2,7
drivers/power/reset/arm-versatile-reboot.c,160,19,4,2,5
drivers/power/reset/linkstation-poweroff.c,202,106,14,4,7
drivers/power/reset/syscon-reboot.c,160,70,15,3,8
