id,number,title,state,user,created_at,updated_at,comments,url
3553466460,166256,The design of register_fork_handler_for_device_init for poison fork,open,FFFrog,2025-10-26T08:17:45Z,2025-10-27T03:23:42Z,2,https://github.com/pytorch/pytorch/issues/166256
3553354229,166253,torch.full give wrong result with torch.compile and dtype=torch.float64,open,SUSYUSTC,2025-10-26T06:42:57Z,2025-10-26T06:42:57Z,0,https://github.com/pytorch/pytorch/issues/166253
3553216761,166245,"[Fuzzer][Eager/Compile Divergence] assert self.shape_env.guard_or_defer_runtime_assert(expr, ""guard_equals"")",open,bobrenjc93,2025-10-26T02:57:30Z,2025-10-26T02:57:37Z,0,https://github.com/pytorch/pytorch/issues/166245
3553203727,166243,[BugReport] Exponential distribution may generate zero values on CPU backend,open,lingebeng,2025-10-26T02:34:06Z,2025-10-26T11:20:14Z,1,https://github.com/pytorch/pytorch/issues/166243
3552627744,166238,[Dynamo][BUG] Regression about `collections.defaultdict` creation,open,XuehaiPan,2025-10-25T15:26:06Z,2025-10-26T12:00:47Z,4,https://github.com/pytorch/pytorch/issues/166238
3552591003,166237,[MPS] index_copy leads to incorrect values,closed,Isalia20,2025-10-25T14:45:12Z,2025-10-25T15:38:11Z,2,https://github.com/pytorch/pytorch/issues/166237
3552308414,166234,"!handles_.at(i) INTERNAL ASSERT FAILED at ""/pytorch/c10/cuda/CUDACachingAllocator.cpp"":430",open,RonnyAI,2025-10-25T10:30:44Z,2025-10-25T10:31:46Z,0,https://github.com/pytorch/pytorch/issues/166234
3552142742,166233,"license: Is it possible to stop using Conda in the Dockerfile? Due to Conda’s licensing issues, many companies have already received legal warning letters.",open,WangxuP,2025-10-25T08:50:40Z,2025-10-25T08:50:40Z,0,https://github.com/pytorch/pytorch/issues/166233
3551595812,166219,Why are there so many warnings when building the C++ libtorch project? How to resolve it?,open,hyl20012,2025-10-25T03:09:34Z,2025-10-25T15:39:20Z,0,https://github.com/pytorch/pytorch/issues/166219
3551390756,166212,Wrong reduction hint generated for an inner reduction,open,shunting314,2025-10-25T00:21:45Z,2025-10-25T00:22:39Z,0,https://github.com/pytorch/pytorch/issues/166212
3551350377,166211,"numeric bug in CUDNN_ATTENTION, NaN",open,ad8e,2025-10-24T23:59:49Z,2025-10-25T02:57:52Z,0,https://github.com/pytorch/pytorch/issues/166211
3551298018,166209,Add helper functions to massage common 3D+ params into 2D for Muon,open,janeyx99,2025-10-24T23:26:02Z,2025-10-25T00:10:58Z,4,https://github.com/pytorch/pytorch/issues/166209
3551293453,166208,OptimizerDict - design and write an abstraction for a single Optim that'd control multiple optimizers,open,janeyx99,2025-10-24T23:21:59Z,2025-10-25T10:35:53Z,2,https://github.com/pytorch/pytorch/issues/166208
3551211117,166205,Enable Graph Capture & Profiler Integration for PrivateUse1 Backends,open,trajepl,2025-10-24T22:32:13Z,2025-10-25T03:55:19Z,1,https://github.com/pytorch/pytorch/issues/166205
3550791350,166186,We should have an env var to turn off all dynamic shapes,open,bobrenjc93,2025-10-24T19:41:43Z,2025-10-26T21:15:42Z,3,https://github.com/pytorch/pytorch/issues/166186
3550640794,166180,AOTI _register_aoti_cleanup line 47,open,christopher5106,2025-10-24T18:58:27Z,2025-10-24T19:01:28Z,0,https://github.com/pytorch/pytorch/issues/166180
3550424137,166176,[dynamo] another 3.11 resume codegen KeyError,open,williamwen42,2025-10-24T17:46:23Z,2025-10-24T17:53:34Z,0,https://github.com/pytorch/pytorch/issues/166176
3550397097,166173,"dynamo should expose ""are there any side effects in my code"" to vLLM",open,zou3519,2025-10-24T17:35:09Z,2025-10-24T17:35:19Z,0,https://github.com/pytorch/pytorch/issues/166173
3550220216,166169,investigate vLLM llama4 maverick regression in 2.9,open,zou3519,2025-10-24T16:36:37Z,2025-10-24T16:37:17Z,0,https://github.com/pytorch/pytorch/issues/166169
3550029691,166167,"Proposal: include 'extras packages' for supported versions of PyTorch-adjacent tools (e.g., numpy, onnx)",open,nickfraser,2025-10-24T15:40:10Z,2025-10-24T17:58:06Z,0,https://github.com/pytorch/pytorch/issues/166167
3549906341,166166,MultiheadAttention fast_path is substantially less efficient than the alternative,open,robertdvdk,2025-10-24T15:03:18Z,2025-10-24T15:03:51Z,0,https://github.com/pytorch/pytorch/issues/166166
3549259388,166163,ONNX export fails for torchvision CNN architectures,open,sammlapp,2025-10-24T12:31:43Z,2025-10-24T18:48:19Z,3,https://github.com/pytorch/pytorch/issues/166163
3548363165,166157,[RFC] Add Basic Statistics to Device Memory in OpenReg,open,licy666,2025-10-24T08:58:17Z,2025-10-24T08:58:17Z,0,https://github.com/pytorch/pytorch/issues/166157
3548147337,166156,Parameter.to_local() will make parameter a normal tensor,open,junjzhang,2025-10-24T08:01:54Z,2025-10-24T08:01:54Z,0,https://github.com/pytorch/pytorch/issues/166156
3547433838,166153,[Inductor][AO] Flex Attention with AO hit the recompile limit on `v2.9.0`,open,hoshibara,2025-10-24T03:10:49Z,2025-10-24T03:13:24Z,0,https://github.com/pytorch/pytorch/issues/166153
3547145832,166152,Simplify SingletonOrSharedTypePtr's implementation by careful use of shared_ptr's aliasing constructor,open,swolchok,2025-10-24T00:50:04Z,2025-10-24T17:59:06Z,0,https://github.com/pytorch/pytorch/issues/166152
3546232954,166143,Feedback about torch.unique,open,doronator,2025-10-23T19:25:56Z,2025-10-23T20:46:09Z,1,https://github.com/pytorch/pytorch/issues/166143
3545542151,166135,Stack comments in aot_joint_graph should indicate if it's backwards,open,ezyang,2025-10-23T16:30:29Z,2025-10-23T18:42:40Z,0,https://github.com/pytorch/pytorch/issues/166135
3545120371,166131,Return a view from tensor(requires_grad=False) in autograd function may cause incorrect requires_grad attribute.,open,Ghost-LZW,2025-10-23T15:07:17Z,2025-10-24T03:36:48Z,2,https://github.com/pytorch/pytorch/issues/166131
3543784049,166124,[DTensor] squeeze() causes incorrect dimension when sharded dimension size equals mesh size.,open,mansiag05,2025-10-23T09:00:59Z,2025-10-23T14:43:34Z,1,https://github.com/pytorch/pytorch/issues/166124
3543773004,166123,"Can't compile torch-cublas-hgemm project in Windows on a torch newer than 2.8.0, I get complains involving compiled_autograd.h",open,jovan2009,2025-10-23T08:57:53Z,2025-10-23T14:41:27Z,0,https://github.com/pytorch/pytorch/issues/166123
3543748454,166122,4x performance regression for 3D convs with AMP on torch 2.9.0,open,FabianIsensee,2025-10-23T08:49:57Z,2025-10-24T06:43:44Z,8,https://github.com/pytorch/pytorch/issues/166122
3543746322,166121,[profile] profile_memory doesn't work if _ExperimentalConfig(profile_all_threads = True) is set,open,huxiao0,2025-10-23T08:49:19Z,2025-10-23T14:47:31Z,0,https://github.com/pytorch/pytorch/issues/166121
3543664008,166120,Unknown CUDA arch 10.1 when building C++ extension against 2.9.0+cu128,open,SuibianP,2025-10-23T08:23:03Z,2025-10-23T16:24:07Z,1,https://github.com/pytorch/pytorch/issues/166120
3543550332,166117,Device mismatch in scaled_dot_product_attention docstring example,open,Danielohayon,2025-10-23T07:44:19Z,2025-10-25T21:44:18Z,2,https://github.com/pytorch/pytorch/issues/166117
3543512226,166116,[CCA] CUDACachingAllocator always release physical memory handle when the expandable segment unmaps.,open,PHLens,2025-10-23T07:30:24Z,2025-10-23T18:40:49Z,1,https://github.com/pytorch/pytorch/issues/166116
3543488445,166114,[BUG]interpolate operator triggers severe performance degradation when enabling deterministic computation,open,liurongfang,2025-10-23T07:22:37Z,2025-10-25T05:51:19Z,0,https://github.com/pytorch/pytorch/issues/166114
3543198475,166110,"ConversionError: Error when translating node %trunc_12 : [num_users=4] = call_function[target=math.trunc](args = (%mul_104,), kwargs = {})",open,happyme531,2025-10-23T05:23:18Z,2025-10-23T20:01:24Z,0,https://github.com/pytorch/pytorch/issues/166110
3542899871,166108,Add back ROCm trunk integration tests,open,functionstackx,2025-10-23T02:21:28Z,2025-10-23T22:10:11Z,0,https://github.com/pytorch/pytorch/issues/166108
3542866667,166106,[Feature][BUG] need support for DispatchKey.AutocastXPU,open,xiaohoua,2025-10-23T01:58:34Z,2025-10-23T14:47:11Z,1,https://github.com/pytorch/pytorch/issues/166106
3542711937,166104,torch.normal generate a cpu tensor even though I set default device is cuda,closed,liuqi45,2025-10-23T00:07:22Z,2025-10-23T18:47:20Z,2,https://github.com/pytorch/pytorch/issues/166104
3542634805,166101,Compiling libtorch requires GLIBC_2.35,open,BonsonW,2025-10-22T23:17:23Z,2025-10-24T05:27:17Z,2,https://github.com/pytorch/pytorch/issues/166101
3542444333,166093,aoti cross compile for windows failed with undefined reference to WinMain,open,lanluo-nvidia,2025-10-22T21:31:24Z,2025-10-23T16:01:06Z,3,https://github.com/pytorch/pytorch/issues/166093
3542345368,166089,Support `torch.linalg.householder_product` for MPS,closed,kurtamohler,2025-10-22T20:50:13Z,2025-10-24T21:13:59Z,0,https://github.com/pytorch/pytorch/issues/166089
3542317015,166087,[cpu][aarch64] Dual libgomp runtimes with torch.compile,open,fadara01,2025-10-22T20:38:06Z,2025-10-24T08:16:56Z,0,https://github.com/pytorch/pytorch/issues/166087
3541799166,166080,Feature Request: masked convolution,open,Mark799,2025-10-22T17:57:20Z,2025-10-27T08:31:07Z,2,https://github.com/pytorch/pytorch/issues/166080
3541315319,166072,UNSTABLE trunk / linux-jammy-py3-clang12-executorch / test (executorch),open,clee2000,2025-10-22T15:19:27Z,2025-10-22T16:15:20Z,1,https://github.com/pytorch/pytorch/issues/166072
3541075986,166070,flex_attention.create_block_mask CUDA: an illegal memory access was encountered,open,kofinandi,2025-10-22T14:18:05Z,2025-10-22T23:32:45Z,1,https://github.com/pytorch/pytorch/issues/166070
3541047827,166069,Feature Request: torch.nn.DiagonalConv2d,closed,Mark799,2025-10-22T14:11:58Z,2025-10-22T17:59:04Z,1,https://github.com/pytorch/pytorch/issues/166069
3540988392,166068,[ROCm] `packaging.version.parse(torch.version.hip)` yields `InvalidVersion: Invalid version: '6.4.43482-0f2d60242'` while `version.parse(torch.version.cuda)` succeeds,open,fxmarty-amd,2025-10-22T13:55:56Z,2025-10-22T23:48:27Z,0,https://github.com/pytorch/pytorch/issues/166068
3540783142,166067,DISABLED test_nan_assert_float64 (__main__.ProcessGroupNCCLGroupTest),open,pytorch-bot[bot],2025-10-22T13:01:30Z,2025-10-23T00:16:23Z,2,https://github.com/pytorch/pytorch/issues/166067
3540782988,166066,DISABLED test_nan_assert_bfloat16 (__main__.ProcessGroupNCCLGroupTest),open,pytorch-bot[bot],2025-10-22T13:01:27Z,2025-10-22T16:16:52Z,1,https://github.com/pytorch/pytorch/issues/166066
3540638109,166064,Add submodul for `six`,open,Flamefire,2025-10-22T12:21:34Z,2025-10-22T16:16:30Z,1,https://github.com/pytorch/pytorch/issues/166064
3540142599,166061,Leakage when using torch.compile in multiprocessor code,open,intexcor,2025-10-22T10:05:24Z,2025-10-22T10:05:28Z,0,https://github.com/pytorch/pytorch/issues/166061
3540130352,166060,Support for NVIDIA RTX 5090 (CUDA SM_120),closed,bartoszwojtas,2025-10-22T10:02:27Z,2025-10-22T14:43:40Z,2,https://github.com/pytorch/pytorch/issues/166060
3539691208,166057,[RISC-V][RVV][GCC 14.2] GCC ICE when building DepthwiseConvKernel.cpp,closed,zhangjian29,2025-10-22T08:30:00Z,2025-10-22T16:38:30Z,0,https://github.com/pytorch/pytorch/issues/166057
3539265476,166054,Add XLA to `at::accelerator::getAccelerator` and `at::accelerator::isAccelerator`,open,iwknow,2025-10-22T06:12:48Z,2025-10-22T23:47:56Z,0,https://github.com/pytorch/pytorch/issues/166054
3538535872,166042,"[Fuzzer][Eager/Compile Divergence] assert ""int"" in str(indices.get_dtype())",open,bobrenjc93,2025-10-21T23:46:20Z,2025-10-21T23:46:25Z,0,https://github.com/pytorch/pytorch/issues/166042
3538327604,166034,Partitioning fx graph according instruction gives errors,closed,cehongwang,2025-10-21T22:07:36Z,2025-10-21T22:44:17Z,0,https://github.com/pytorch/pytorch/issues/166034
3538308489,166033,[dynamo] Key error in bytecode_transformation,open,williamwen42,2025-10-21T21:58:54Z,2025-10-21T21:58:58Z,0,https://github.com/pytorch/pytorch/issues/166033
3538196425,166027,DISABLED test_blockwise_nvfp4_with_global_scale_512_128_256_cuda (__main__.TestFP8MatmulCUDA),closed,jeffdaily,2025-10-21T21:18:54Z,2025-10-22T04:23:10Z,1,https://github.com/pytorch/pytorch/issues/166027
3537902102,166020,[doc] Clarify that torch.mean doesn't support integer dtypes like torch.long,closed,har5hdeep5harma,2025-10-21T19:27:50Z,2025-10-21T22:13:29Z,1,https://github.com/pytorch/pytorch/issues/166020
3537806505,166014,Make Inductor Fallback Nodes Less Reliant on Invariants from Functionalization / AOT Autograd,open,eellison,2025-10-21T18:59:09Z,2025-10-21T18:59:31Z,0,https://github.com/pytorch/pytorch/issues/166014
3537791792,166012,tlparse entries on cache hit and not are inconsistent,open,ezyang,2025-10-21T18:54:22Z,2025-10-22T23:45:42Z,0,https://github.com/pytorch/pytorch/issues/166012
3537791406,166011,cusparse deprecation warning in CUDA 13.0 inductor build,open,tinglvv,2025-10-21T18:54:13Z,2025-10-21T19:28:25Z,1,https://github.com/pytorch/pytorch/issues/166011
3537742653,166009,[Inductor] DCE breaks with fallback operators that produce aliases + mutation,open,eellison,2025-10-21T18:39:27Z,2025-10-21T18:45:41Z,0,https://github.com/pytorch/pytorch/issues/166009
3537454884,166004,[CUDA] torch.linalg.eigh input size reduced since PyTorch 2.8.0,open,martinmCGG,2025-10-21T17:10:36Z,2025-10-24T13:18:40Z,1,https://github.com/pytorch/pytorch/issues/166004
3537323133,166001,`torch.onnx.export`'s `dynamic_shape` should take renamed inputs into account,open,mqudsi,2025-10-21T16:36:24Z,2025-10-22T20:00:53Z,1,https://github.com/pytorch/pytorch/issues/166001
3537235107,165999,[RFC] Improve the performance of `associative_scan()` with `cuda.compute`,open,NaderAlAwar,2025-10-21T16:13:25Z,2025-10-23T20:28:04Z,0,https://github.com/pytorch/pytorch/issues/165999
3537210834,165998,UNSTABLE rocm / linux-jammy-rocm-py3.10 / test (default),open,jithunnair-amd,2025-10-21T16:07:01Z,2025-10-21T22:18:05Z,1,https://github.com/pytorch/pytorch/issues/165998
3536716948,165992,AttributeError: module 'triton.language.math' has no attribute 'tanh',open,longRookie,2025-10-21T14:00:45Z,2025-10-23T01:33:28Z,1,https://github.com/pytorch/pytorch/issues/165992
3536451936,165988,DISABLED test_compiler_collectives_type_mismatch (__main__.TestMultiProc),open,pytorch-bot[bot],2025-10-21T13:00:31Z,2025-10-21T13:00:35Z,1,https://github.com/pytorch/pytorch/issues/165988
3536292109,165987,`triu_/tril_` ignores memory overlaps which can lead to silent correctness issues,open,nikitaved,2025-10-21T12:19:30Z,2025-10-21T14:54:40Z,1,https://github.com/pytorch/pytorch/issues/165987
3536127196,165985,Can I provide a Chinese version of the readme file to submit,open,wenlinchong17-web,2025-10-21T11:32:28Z,2025-10-22T23:44:44Z,0,https://github.com/pytorch/pytorch/issues/165985
3535711019,165982,LELU Activation Function: Proposal for PyTorch,open,falseywinchnet,2025-10-21T09:20:51Z,2025-10-23T12:33:36Z,3,https://github.com/pytorch/pytorch/issues/165982
3535703292,165981,Fails to use side_effect op inside torch.cond branch,open,yyp0,2025-10-21T09:18:47Z,2025-10-22T23:47:49Z,0,https://github.com/pytorch/pytorch/issues/165981
3535543806,165976,Internal Assert Failure with Specific Large Padding Value in torch.nn.Conv3d,open,qiqicliff,2025-10-21T08:33:42Z,2025-10-21T14:27:55Z,0,https://github.com/pytorch/pytorch/issues/165976
3534828469,165966,DISABLED test_triu_tril_large_matrix_64bit_cuda (__main__.TestLinalgCUDA),open,jeffdaily,2025-10-21T04:29:45Z,2025-10-21T14:18:42Z,1,https://github.com/pytorch/pytorch/issues/165966
3534780057,165964,"torch.ones(1, device=""cuda"") fails with CUDA error: out of memory on RTX 5090",closed,Anplus,2025-10-21T04:02:17Z,2025-10-21T18:49:13Z,2,https://github.com/pytorch/pytorch/issues/165964
3534669902,165959,"torch.distributed.DistStoreError: use_libuv was requested but PyTorch was built without libuv support, run with USE_LIBUV=0 to disable it.",open,justwangweimin,2025-10-21T03:04:48Z,2025-10-23T00:15:30Z,1,https://github.com/pytorch/pytorch/issues/165959
3534382667,165951,_dynamo_graph_capture_for_export + aot_export_joint_with_descriptors doesn't work with kwargs,closed,yiming0416,2025-10-21T00:17:37Z,2025-10-21T21:29:09Z,1,https://github.com/pytorch/pytorch/issues/165951
3534362205,165949,DISABLED test_profiler_optimizer_single_tensor_pattern (__main__.TestExperimentalUtils),open,clee2000,2025-10-21T00:07:21Z,2025-10-21T00:07:31Z,1,https://github.com/pytorch/pytorch/issues/165949
3534351496,165948,_dynamo_graph_capture_for_export cannot trace flex_attention with block_mask kwarg,closed,yiming0416,2025-10-21T00:01:29Z,2025-10-25T03:17:26Z,2,https://github.com/pytorch/pytorch/issues/165948
3534279962,165944,Support Batchsize 0 for flash attention by early return,open,drisspg,2025-10-20T23:28:13Z,2025-10-20T23:28:19Z,0,https://github.com/pytorch/pytorch/issues/165944
3533892524,165933,[Distributed] fully_shard: support no_shard (ddp) strategy?,open,rohan-varma,2025-10-20T20:48:14Z,2025-10-22T14:44:13Z,0,https://github.com/pytorch/pytorch/issues/165933
3533835191,165929,Numerical mismatch b/w eager & aot_eager_decomp_partition backend in SegFormer layer (2.9.0),open,pianpwk,2025-10-20T20:27:55Z,2025-10-21T14:27:18Z,1,https://github.com/pytorch/pytorch/issues/165929
3533594539,165923,[Dtensor] torch.all() uses sum reduction incorrectly,open,stmcgovern,2025-10-20T19:08:03Z,2025-10-21T00:59:42Z,0,https://github.com/pytorch/pytorch/issues/165923
3533003242,165912,Runtime assert on unbacked input inside torch.cond improperly gets lifted to top level,open,ezyang,2025-10-20T15:57:34Z,2025-10-22T23:44:19Z,0,https://github.com/pytorch/pytorch/issues/165912
3532940413,165911,Incorrect user code stack when using torch._dynamo.functional_export._dynamo_graph_capture_for_export,closed,ezyang,2025-10-20T15:42:01Z,2025-10-21T01:32:27Z,1,https://github.com/pytorch/pytorch/issues/165911
3532894780,165909,"AWS was down, GHA infrastructure effected / recovering",closed,seemethere,2025-10-20T15:28:48Z,2025-10-21T16:41:19Z,0,https://github.com/pytorch/pytorch/issues/165909
3532779108,165907,Feedback on profiler key_averages documentation,open,alexracape,2025-10-20T14:56:48Z,2025-10-20T15:47:58Z,0,https://github.com/pytorch/pytorch/issues/165907
3532369449,165906,"`torch.bmm` returns wrong results for large tensors with torch.set_float32_matmul_precision(""medium"")",open,m-j-w-f,2025-10-20T13:03:29Z,2025-10-20T17:31:47Z,2,https://github.com/pytorch/pytorch/issues/165906
3532207338,165902,torchcodec in pytorch url,open,johnnynunez,2025-10-20T12:11:01Z,2025-10-20T14:27:16Z,0,https://github.com/pytorch/pytorch/issues/165902
3532089887,165901,[dynamo] support for locel sentinel values (`sentinal = object(); if func(...) is sentinal: ...`),open,XuehaiPan,2025-10-20T11:27:08Z,2025-10-20T11:31:56Z,0,https://github.com/pytorch/pytorch/issues/165901
3532084370,165900,Converting weights `.pt` content between `dict` and `RecursiveScriptModule`,open,PsorTheDoctor,2025-10-20T11:25:01Z,2025-10-20T14:27:26Z,0,https://github.com/pytorch/pytorch/issues/165900
3531053735,165892,"`torch.bmm`+`torch.compile` no longer works in 2.9, but worked in 2.8",open,ad8e,2025-10-20T05:00:51Z,2025-10-21T22:04:30Z,2,https://github.com/pytorch/pytorch/issues/165892
3530667632,165880,torch.vmap doesn't work on most of the models,open,kinwaicheuk-sony,2025-10-20T01:04:50Z,2025-10-20T14:29:08Z,0,https://github.com/pytorch/pytorch/issues/165880
3530665955,165879,DISABLED test_var_mean_tile_reduction_True_cuda (__main__.GPUTests),open,pytorch-bot[bot],2025-10-20T01:03:41Z,2025-10-20T06:50:17Z,5,https://github.com/pytorch/pytorch/issues/165879
3530665885,165878,DISABLED test_var_mean_tile_reduction_True_cuda (__main__.GPUTests),closed,pytorch-bot[bot],2025-10-20T01:03:38Z,2025-10-20T06:49:58Z,1,https://github.com/pytorch/pytorch/issues/165878
3530665825,165877,DISABLED test_var_mean_tile_reduction_True_cuda (__main__.GPUTests),closed,pytorch-bot[bot],2025-10-20T01:03:35Z,2025-10-20T06:49:57Z,1,https://github.com/pytorch/pytorch/issues/165877
3530665756,165876,DISABLED test_var_mean_tile_reduction_True_cuda (__main__.GPUTests),closed,pytorch-bot[bot],2025-10-20T01:03:32Z,2025-10-20T06:49:56Z,1,https://github.com/pytorch/pytorch/issues/165876
3530665695,165875,DISABLED test_pw_kernel_benchmark (__main__.TestKernelBenchmark),open,pytorch-bot[bot],2025-10-20T01:03:29Z,2025-10-20T06:49:59Z,2,https://github.com/pytorch/pytorch/issues/165875
3530431737,165873,No error raised despite shape mismatch in load_state_dict,open,hannamw,2025-10-19T20:50:05Z,2025-10-24T20:08:17Z,1,https://github.com/pytorch/pytorch/issues/165873
3530394747,165872,DISABLED test_allocator_backend (__main__.TestCudaMallocAsync),closed,jeffdaily,2025-10-19T20:03:16Z,2025-10-22T03:46:26Z,1,https://github.com/pytorch/pytorch/issues/165872
3530368209,165870,[MPS] torch.linalg.lu_factor on singular matrices different between CPU and MPS,closed,inventshah,2025-10-19T19:26:57Z,2025-10-22T02:48:42Z,0,https://github.com/pytorch/pytorch/issues/165870
3530270621,165865,randn_like should take a generator.,open,CompRhys,2025-10-19T17:26:50Z,2025-10-27T02:39:28Z,3,https://github.com/pytorch/pytorch/issues/165865
3530010638,165861,Reflect padding: CUDA errror when one of the batch dimensions is larger than uint16 max value (2**16),closed,michal-lukomski,2025-10-19T12:07:23Z,2025-10-22T21:53:53Z,2,https://github.com/pytorch/pytorch/issues/165861
3529953113,165858,DISABLED test_2d_reduction_multi_kernel_xpu (__main__.TritonBlockPointerTestGPU),open,etaf,2025-10-19T10:48:43Z,2025-10-19T10:48:47Z,1,https://github.com/pytorch/pytorch/issues/165858
3529894461,165857,Segmentation fault when using TorchDispatchMode with tensor string representation,open,gabrieldemarmiesse,2025-10-19T09:41:39Z,2025-10-27T03:25:56Z,2,https://github.com/pytorch/pytorch/issues/165857
3529615955,165854,New flex flash path breaks w/ dynamic buffers,open,drisspg,2025-10-19T07:38:51Z,2025-10-20T14:30:11Z,0,https://github.com/pytorch/pytorch/issues/165854
3529344383,165850,torch.linalg.inv breaks down when used on mps.,closed,frantisekdracek,2025-10-18T23:40:53Z,2025-10-19T22:29:25Z,4,https://github.com/pytorch/pytorch/issues/165850
3529267550,165845,PatternMatcherPass and `list[torch.Tensor]` compatibility,open,andylolu2,2025-10-18T22:20:33Z,2025-10-19T22:29:16Z,1,https://github.com/pytorch/pytorch/issues/165845
3528936439,165838,Inconsistent output with same input using equivalent block masks created via different methods in Flex Attention,closed,fopdoodle8,2025-10-18T15:42:18Z,2025-10-19T07:14:16Z,6,https://github.com/pytorch/pytorch/issues/165838
3528801125,165836,[ROCm][CI] Machines under the label linux.rocm.gpu.2 are undergoing maintenance.,closed,amdfaa,2025-10-18T12:54:28Z,2025-10-20T16:09:25Z,0,https://github.com/pytorch/pytorch/issues/165836
3528521178,165832,DataLoader timeout for child Process,open,wuhuachaocoding,2025-10-18T10:06:51Z,2025-10-19T03:17:43Z,1,https://github.com/pytorch/pytorch/issues/165832
3528478338,165830,Feedback about torch.is_tensor,open,belmakt,2025-10-18T09:45:37Z,2025-10-19T03:16:38Z,1,https://github.com/pytorch/pytorch/issues/165830
3528409793,165829,Floating Point Exception (Core Dumped) with Dynamic Quantization on nn.Linear with Output Dimension 0,open,qiqicliff,2025-10-18T09:15:52Z,2025-10-20T02:12:45Z,2,https://github.com/pytorch/pytorch/issues/165829
3528260434,165826,“Request: Add CUDA support for NVIDIA RTX 5070 Ti (Ada Lovelace Refresh)”,open,reno-gtk,2025-10-18T07:44:52Z,2025-10-20T15:30:01Z,1,https://github.com/pytorch/pytorch/issues/165826
3527902216,165812,cannot find libcudnn.so.9,open,braindevices,2025-10-18T01:01:33Z,2025-10-21T23:50:26Z,10,https://github.com/pytorch/pytorch/issues/165812
3527890441,165811,[RFC] A Python backend registration API,open,qihqi,2025-10-18T00:46:37Z,2025-10-19T03:20:49Z,1,https://github.com/pytorch/pytorch/issues/165811
3527889273,165810,"Stack trace and annotation on node is ""wrong"" after `aot_export_joint_with_descriptors` because of regenerate_from_base",open,yushangdi,2025-10-18T00:44:54Z,2025-10-24T18:08:48Z,6,https://github.com/pytorch/pytorch/issues/165810
3527767358,165801,[CUDA][cuDNN][2.9] CUDA 12.8 wheels ship with cuDNN 9.10.2 but CI is installing 9.8.0,open,eqy,2025-10-17T22:58:51Z,2025-10-20T18:52:45Z,12,https://github.com/pytorch/pytorch/issues/165801
3527735794,165799,`torch.where` does not accept scalar argument when `out=` is passed,open,hchau630,2025-10-17T22:30:10Z,2025-10-19T19:21:34Z,3,https://github.com/pytorch/pytorch/issues/165799
3527735692,165798,matmul/mm/bmm crashes on CUDA 13.0 + Libtorch 2.9 on Ubuntu 24.04,open,miriameng,2025-10-17T22:30:05Z,2025-10-18T01:15:24Z,2,https://github.com/pytorch/pytorch/issues/165798
3527397037,165786,torch._inductor.fx_passes.control_dependencies.ControlDeps missing implementation for DispatchKey.Autograd,open,benjaminglass1,2025-10-17T20:10:47Z,2025-10-19T22:30:03Z,0,https://github.com/pytorch/pytorch/issues/165786
3527388143,165785,Harden CuTeDSL Inductor Path,open,NikhilAPatel,2025-10-17T20:07:48Z,2025-10-20T23:58:07Z,0,https://github.com/pytorch/pytorch/issues/165785
3527304693,165781,Add support for sparse tensors with view_as_complex,open,cleonard530,2025-10-17T19:35:22Z,2025-10-17T21:29:40Z,1,https://github.com/pytorch/pytorch/issues/165781
3527174299,165778,DISABLED test_compile_selective_checkpoint_must_not_recompute_gemm_no_functionalization_cuda (__main__.ActivationCheckpointingViaTagsTestsCUDA),open,pytorch-bot[bot],2025-10-17T18:50:01Z,2025-10-17T18:50:05Z,1,https://github.com/pytorch/pytorch/issues/165778
3526902992,165771,DISABLED test_batchmatmul (__main__.TestTritonDotReduction),closed,etaf,2025-10-17T17:11:57Z,2025-10-19T23:59:08Z,1,https://github.com/pytorch/pytorch/issues/165771
3526822183,165768,UNSTABLE rocm-mi355 / linux-noble-rocm-py3.12-mi355 / test (default),open,jithunnair-amd,2025-10-17T16:38:37Z,2025-10-17T16:39:35Z,1,https://github.com/pytorch/pytorch/issues/165768
3526640631,165761,ModuleNotFoundError: No module named 'torch.ops.symm_mem',closed,tonyf,2025-10-17T15:46:49Z,2025-10-17T20:34:00Z,6,https://github.com/pytorch/pytorch/issues/165761
3526572899,165758,[ONNX] Better documentation needed for output_names arg,open,ir2718,2025-10-17T15:24:36Z,2025-10-20T09:14:35Z,3,https://github.com/pytorch/pytorch/issues/165758
3526417014,165753,wrong accuracy_status when check_accuracy occur exception.,closed,xuhancn,2025-10-17T14:36:50Z,2025-10-17T16:44:57Z,1,https://github.com/pytorch/pytorch/issues/165753
3526194869,165751,`torch.distribution.Gamma` sampling forces a `torch.compile` graph break with dynamic shapes.,open,peterdsharpe,2025-10-17T13:29:59Z,2025-10-20T11:09:49Z,2,https://github.com/pytorch/pytorch/issues/165751
3526081867,165749,Backward pass failure for `nn.Conv2d` with `weight_norm` and `torch.compile`,open,mxmpl,2025-10-17T12:56:20Z,2025-10-19T22:53:46Z,2,https://github.com/pytorch/pytorch/issues/165749
3526073758,165748,dynamic_axes in torch.onnx.export seems broken in 2.9.0,closed,wdhongtw,2025-10-17T12:54:24Z,2025-10-19T04:53:27Z,6,https://github.com/pytorch/pytorch/issues/165748
3525336849,165744,Inconsistency in `conv_transpose2d` for float16 with inf weights between CPU and CUDA,open,rookieLiu2018,2025-10-17T09:57:13Z,2025-10-17T14:42:16Z,0,https://github.com/pytorch/pytorch/issues/165744
